tag,patterns,responses,patterns_str,responses_str,patterns_tokens,responses_tokens,patterns_len,responses_len,Sentiment,Sentiment_Score,Sentiment_Label
about,tell me about yourself,"i'm pandora, a therapeutic ai assitant designed to assist you. tell me about yourself.",Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['tell', 'me', 'about', 'yourself']","['im', 'pandora', 'a', 'therapeutic', 'ai', 'assitant', 'designed', 'to', 'assist', 'you', 'tell', 'me', 'about', 'yourself']",4,14,0.0,0.0,neutral
casual,whatever,let's discuss further why you're feeling this way.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['whatever'],"['lets', 'discuss', 'further', 'why', 'youre', 'feeling', 'this', 'way']",1,8,0.128,0.128,positive
fact-27,what causes mental health problems?,"challenges or problems with your mental health can arise from psychological, biological, and social, issues, as well as life events.",What causes mental health problems?,"Challenges or problems with your mental health can arise from psychological, biological, and social, issues, as well as life events.","['what', 'causes', 'mental', 'health', 'problems']","['challenges', 'or', 'problems', 'with', 'your', 'mental', 'health', 'can', 'arise', 'from', 'psychological', 'biological', 'and', 'social', 'issues', 'as', 'well', 'as', 'life', 'events']",5,20,-0.0772,-0.0772,negative
done,that's all i have to say,okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then,"['thats', 'all', 'i', 'have', 'to', 'say']","['okay', 'i', 'see', 'enjoy', 'the', 'rest', 'of', 'your', 'day', 'then']",6,10,0.6249,0.6249,positive
greeting,konnichiwa,hello there. glad to see you're back. what's going on in your world right now?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['konnichiwa'],"['hello', 'there', 'glad', 'to', 'see', 'youre', 'back', 'whats', 'going', 'on', 'in', 'your', 'world', 'right', 'now']",1,15,0.4588,0.4588,positive
thanks,thanks,happy to help!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,['thanks'],"['happy', 'to', 'help']",1,3,0.7712,0.7712,positive
default,exams,tell me more about it.,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['exams'],"['tell', 'me', 'more', 'about', 'it']",1,5,0.0,0.0,neutral
casual,whatever,come come elucidate your thoughts,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['whatever'],"['come', 'come', 'elucidate', 'your', 'thoughts']",1,5,0.0,0.0,neutral
help,can you help?,"yes, sure. how can i help you?",Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['can', 'you', 'help']","['yes', 'sure', 'how', 'can', 'i', 'help', 'you']",3,7,0.7717,0.7717,positive
name,i am name.,oh nice to meet you. tell me how was your week?,My name is  I am name. I go by ,Oh nice to meet you. Tell me how was your week? Nice to meet you. So tell me. How do you feel today? That's a great name. Tell me more about yourself.,"['i', 'am', 'name']","['oh', 'nice', 'to', 'meet', 'you', 'tell', 'me', 'how', 'was', 'your', 'week']",3,11,0.4215,0.4215,positive
default,friends,i see. what else?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['friends'],"['i', 'see', 'what', 'else']",1,4,0.0,0.0,neutral
casual,ok,let's discuss further why you're feeling this way.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['ok'],"['lets', 'discuss', 'further', 'why', 'youre', 'feeling', 'this', 'way']",1,8,0.128,0.128,positive
casual,no,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['no'],"['im', 'listening', 'please', 'go', 'on']",1,5,0.3182,0.3182,positive
depressed,i can't take it anymore,talk to me. tell me more. it helps if you open up yourself to someone else.,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.","['i', 'cant', 'take', 'it', 'anymore']","['talk', 'to', 'me', 'tell', 'me', 'more', 'it', 'helps', 'if', 'you', 'open', 'up', 'yourself', 'to', 'someone', 'else']",5,16,0.4364,0.4364,positive
greeting,hello,great to see you. how do you feel currently?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['hello'],"['great', 'to', 'see', 'you', 'how', 'do', 'you', 'feel', 'currently']",1,9,0.6249,0.6249,positive
about,what is your name?,call me pandora,Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['what', 'is', 'your', 'name']","['call', 'me', 'pandora']",4,3,0.0,0.0,neutral
not-talking,i can't bring myself to open up.,"i want to help you. i really do. but in order for me to help you, you're gonna have to talk to me.",I don't want to talk about it. No just stay away. I can't bring myself to open up. Just shut up,"Talking about something really helps. If you're not ready to open up then that's ok. Just know that i'm here for you, whenever you need me. I want to help you. I really do. But in order for me to help you, you're gonna have to talk to me. I'm here to listen to you and help you vent. So please talk to me. You can talk to me without fear of judgement.","['i', 'cant', 'bring', 'myself', 'to', 'open', 'up']","['i', 'want', 'to', 'help', 'you', 'i', 'really', 'do', 'but', 'in', 'order', 'for', 'me', 'to', 'help', 'you', 'youre', 'gon', 'na', 'have', 'to', 'talk', 'to', 'me']",7,24,0.6757,0.6757,positive
casual,k,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['k'],"['im', 'listening', 'please', 'go', 'on']",1,5,0.3182,0.3182,positive
night,good night,good night. get some proper sleep,Good night,Good night. Get some proper sleep Good night. Sweet dreams.,"['good', 'night']","['good', 'night', 'get', 'some', 'proper', 'sleep']",2,6,0.4404,0.4404,positive
meditation,hmmm that sounds like it could be useful to me.,"focus all your attention on your breathing. concentrate on feeling and listening as you inhale and exhale through your nostrils. breathe deeply and slowly. when your attention wanders, gently return your focus to your breathing.",hmmm that sounds like it could be useful to me. That sounds useful.,"Focus all your attention on your breathing. Concentrate on feeling and listening as you inhale and exhale through your nostrils. Breathe deeply and slowly. When your attention wanders, gently return your focus to your breathing.","['hmmm', 'that', 'sounds', 'like', 'it', 'could', 'be', 'useful', 'to', 'me']","['focus', 'all', 'your', 'attention', 'on', 'your', 'breathing', 'concentrate', 'on', 'feeling', 'and', 'listening', 'as', 'you', 'inhale', 'and', 'exhale', 'through', 'your', 'nostrils', 'breathe', 'deeply', 'and', 'slowly', 'when', 'your', 'attention', 'wanders', 'gently', 'return', 'your', 'focus', 'to', 'your', 'breathing']",10,35,0.5423,0.5423,positive
casual,okay,can you elaborate on that?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['okay'],"['can', 'you', 'elaborate', 'on', 'that']",1,5,0.0,0.0,neutral
happy,i am happy.,did something happen which made you feel this way?,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,"['i', 'am', 'happy']","['did', 'something', 'happen', 'which', 'made', 'you', 'feel', 'this', 'way']",3,9,0.0,0.0,neutral
learn-mental-health,i want to learn about mental health.,oh that's really great. i'd be willing to answer anything that i know about it.,I want to learn about mental health. I want to learn more about mental health. I'm interested in learning about mental health.,Oh that's really great. I'd be willing to answer anything that I know about it.,"['i', 'want', 'to', 'learn', 'about', 'mental', 'health']","['oh', 'thats', 'really', 'great', 'id', 'be', 'willing', 'to', 'answer', 'anything', 'that', 'i', 'know', 'about', 'it']",7,15,0.659,0.659,positive
